AssignmentCode,AssignmentName,AssignmentType,AssignmentSubject,AP Course,IB Course,CTE Course,MeetsUC/CSU Requirements,EffectiveStartDate,EffectiveEndDate
5712,Internet publishing,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5713,Two-dimensional design,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5714,Three-dimensional design,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5715,Film making,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5716,Film/Cinema/Video Production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5717,Advanced Cinema/ Film/Video Production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5718,Intermediate Dance Performance,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5719,Advanced Dance/Choreography,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5720,Intro to Professional Dance ,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5721,Intro to Professional Theatre,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5723,Intro to Professional Music,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5724,Advanced Professional Music,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5725,Radio production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5727,Intermediate Musical Performance ,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5729,Introduction to Media Arts,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5730,Intro to Multimedia Production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5731,Broadcast production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5732,Intermediate Stage Technology,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5733,Stage Design and Production,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5734,Arts management,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5735,Intermediate Game Design,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5736,Advanced Game Design,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5737,Visual Art and Related Careers,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5742,Intermediate Theatre Performance,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5743,Advanced Theatre Performance,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/2013,
5744,Stage production,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5745,Television production,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5749,Other engineering and design,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5750,Environmental Engineering Level 2,T,Engineering and Architecture,N,N,Y,U,7/1/2013,
5751,Advanced Graphic Communications,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5752,Game Design,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5753,Bookbinding,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,6/30/2013
5754,Commercial art,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5755,Commercial photography,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5756,"Composition, make-up, and typesetting",T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5757,Desktop publishing,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,6/30/2013
5759,Photography production and technology,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5760,Photographic laboratory and darkroom,T,"Arts, Media, and Entertainment",N,N,Y,N,7/1/1990,
5761,Printing press operations,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,6/30/2013
5762,Silk screen making and printing,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,
5769,"Other arts, media and entertainment",T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5770,Broadcasting technology,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5780,Engineering and design drafting,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5781,Engineering Design Level 2,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5782,Engineering Technology Level 2,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5783,Principles of Design,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5784,Applied engineering & design communications,T,Engineering and Architecture,N,N,Y,N,7/1/1990,6/30/2013
5800,Introduction to human services careers,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5801,Conflict resolution,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5802,Marriage and family relations,T,"Education, Child Development, and Family Services",N,N,Y,U,7/1/1990,
5802,Marriage and family relations,T,Public Services,N,N,Y,U,7/1/1990,
5803,Principles of recovery and psychosocial rehabil,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5804,Client support services,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5805,Specialized client services,T,Public Services,N,N,Y,U,7/1/1990,6/30/2013
5806,Psychology in human services careers,T,Public Services,N,N,Y,U,7/1/1990,6/30/2013
5807,Fundamentals of personal and social adjustment,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5808,Firefighting Technology,T,Public Services,N,N,Y,U,7/1/2013,
5809,First Responders Basic,T,Public Services,N,N,Y,U,7/1/2013,
5810,Introduction to Emergency Services,T,Public Services,N,N,Y,U,7/1/2013,
5811,Barbering,T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
5812,Cosmetology,T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
5814,Manicuring,T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
5831,Fire control and safety,T,Public Services,N,N,Y,N,7/1/1990,
5832,Introduction to Legal Careers,T,Public Services,N,N,Y,U,7/1/2013,
5833,Firefighting occupations,T,Public Services,N,N,Y,N,7/1/1990,
5834,Social Justice and Advocacy,T,Public Services,N,N,Y,U,7/1/2013,
5839,Other fire technology course,T,Public Services,N,N,Y,U,7/1/1990,
5840,Forensic science,T,Public Services,N,N,Y,U,7/1/1990,
5841,Advanced forensic science,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5842,Corrections occupations,T,Public Services,N,N,Y,N,7/1/1990,
5843,Homeland security,T,Public Services,N,N,Y,U,7/1/1990,
5844,Criminal justice,T,Public Services,N,N,Y,U,7/1/1990,6/30/2013
5845,Criminal law,T,Public Services,N,N,Y,U,7/1/1990,
5846,Introduction to Public Safety Careers,T,Public Services,N,N,Y,N,7/1/1990,
5847,Law Enforcement Services,T,Public Services,N,N,Y,N,7/1/1990,
5849,Security services,T,Public Services,N,N,Y,U,7/1/1990,6/30/2013
5850,Civil law,T,Public Services,N,N,Y,U,7/1/1990,
5851,Constitutional law,T,Public Services,N,N,Y,U,7/1/1990,
5852,Government services policies and procedures,T,Public Services,N,N,Y,U,7/1/1990,6/30/2013
5853,International law applications,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5854,Legal assistant preparation,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5861,Custodial services,T,"Marketing, Sales, and Service",N,N,Y,N,7/1/1990,6/30/2013
5865,Pool and spa service,T,"Marketing, Sales, and Service",N,N,Y,N,7/1/1990,6/30/2013
5866,Bicycle repair,T,"Marketing, Sales, and Service",N,N,Y,N,7/1/1990,6/30/2013
5898,Other public services,T,Public Services,N,N,Y,N,7/1/1990,6/30/2013
5940,Exploring technology (general industrial arts),T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5945,"Communications technology (drafting, elect.)",T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5950,Construction technology,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5955,Manufacturing technology (metal shop),T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
6001,Skills center/study skills,T,Other Instruction-Related Assignments,N,N,N,N,7/1/1990,
6002,"Homeroom, study hall",T,Other Instruction-Related Assignments,N,N,N,N,7/1/1990,
6004,Resource Class (not special education),T,Other Instruction-Related Assignments,N,N,N,N,7/1/1990,
6006,Distance Learning classroom monitor,T,Administration,N,N,N,,7/1/2010,
6007,Alternative/opportunity education teacher,T,Administration,N,N,N,,7/1/2010,
6010,Mentor teacher,T,Administration,N,N,N,,7/1/2010,
6011,Peer Assistance Review,T,Administration,N,N,N,,7/1/2010,
6014,Day to Day substitute teacher - permanent  emp.,T,Administration,N,N,N,,7/1/2010,
6017,Resource teacher (not instructing students),T,Administration,N,N,N,,7/1/2010,
6019,Beginning teacher support and assessment (BTSA),T,Administration,N,N,N,,7/1/2010,
6020,Other Certificated non-instructional assignment,T,Administration,N,N,N,,7/1/2011,
6023,AVID,T,Other Instruction-Related Assignments,N,N,N,U,7/1/1990,
6024,Exploratory/Wheel/Enrichment/Activity Class (Non-NCLB Core),T,Other Instruction-Related Assignments,N,N,N,N,7/1/2011,
6098,Other instruction-related assignment,T,Other Instruction-Related Assignments,N,N,N,U,7/1/1990,
6099,Department chair,T,Administration,N,N,N,,7/1/2010,
